港澳台,#genre#
【周星星】星爷经典不间断 - 周星星,http://61.241.131.18/tx.rtmp.huya.com/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.m3u8
病毒类灾难电影 - Eric次元宝贝,http://61.241.131.18/tx.rtmp.huya.com/1099531752747-1099531752747-86436092277948416-2199063628950-10057-A-0-1.m3u8
测试 - 状元及第粥,http://61.241.131.18/tx.rtmp.huya.com/1099531752774-1099531752774-86436208242065408-2199063629004-10057-A-0-1.m3u8
超哥.what are you弄啥哩 - 红茶妹妹,http://61.241.131.18/tx.rtmp.huya.com/1388457235-1388457235-5963378416219586560-2777037926-10057-A-0-1.m3u8
成龙经典武打动作片 - 偷心大盗ヽ龍宝,http://61.241.131.18/tx.rtmp.huya.com/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1.m3u8
迪迦奥特曼	 - 嫣然,http://61.241.131.18/tx.rtmp.huya.com/1524418101-1524418101-6547325889225424896-3048959658-10057-A-0-1.m3u8
电ju惊魂系列 好怕怕 - 胖次过肩摔,http://61.241.131.18/tx.rtmp.huya.com/1423782074-1423782074-6115097444461051904-2847687604-10057-A-0-1.m3u8
谍战系列，刺激过瘾 - 个人向,http://61.241.131.18/tx.rtmp.huya.com/1449580415-1449580415-6225900475347107840-2847699190-10057-A-0-1.m3u8
反转又反转！高智商的集合了 - 大铁锅炖大大鹅,http://61.241.131.18/tx.rtmp.huya.com/1099531752768-1099531752768-86436182472261632-2199063628992-10057-A-0-1.m3u8
港产搞笑·只有善良的人才看的到！！！ - 实力拔萝卜,http://61.241.131.18/tx.rtmp.huya.com/1524418070-1524418070-6547325756081438720-3048959596-10057-A-0-1.m3u8
港剧经典：成奎安喜剧合集 - 笙歌,http://61.241.131.18/tx.rtmp.huya.com/1423787870-1423787870-6115122338091499520-2847699196-10057-A-0-1.m3u8
哥哥 大家都很想你 - 老雷,http://61.241.131.18/tx.rtmp.huya.com/1448738325-1448738325-6222283726336819200-3048991600-10057-A-0-1.m3u8
够劲，就是中国功夫 - 初心,http://61.241.131.18/tx.rtmp.huya.com/1448738174-1448738174-6222283077796757504-2847699112-10057-A-0-1.m3u8
古今大战僵尸情 - 我是一颗小虎牙,http://61.241.131.18/tx.rtmp.huya.com/1099531752788-1099531752788-86436268371607552-2199063629032-10057-A-0-1.m3u8
怪兽打架x异形世界：爽就完事了 - 梁非凡吃点啥,http://61.241.131.18/tx.rtmp.huya.com/1099531752770-1099531752770-86436191062196224-2199063628996-10057-A-0-1.m3u8
国外周星驰陪你过春节！ - 萌美美,http://61.241.131.18/tx.rtmp.huya.com/1449698649-1449698649-6226408286510383104-2847699168-10057-A-0-1.m3u8
过瘾！这些无限循环电影，烧脑停不下来！ - 北岛的诗,http://61.241.131.18/tx.rtmp.huya.com/1388457186-1388457186-5963378205766189056-2777037828-10057-A-0-1.m3u8
好莱坞挑大梁的史皇威尔 - 周星星梦里的朱茵,http://61.241.131.18/tx.rtmp.huya.com/1099531752780-1099531752780-86436234011869184-2199063629016-10057-A-0-1.m3u8
和我一起打怪兽 - 小军迷,http://61.241.131.18/tx.rtmp.huya.com/1423782080-1423782080-6115097470230855680-2847687616-10057-A-0-1.m3u8
黑帮斗争 黑与白的对峙，情与义的泯灭 - 麋鹿,http://61.241.131.18/tx.rtmp.huya.com/1394575541-1394575541-5989656340396507136-2789274538-10057-A-0-1.m3u8
怀玉格格 湾湾版还珠格格 - 吞针主播,http://61.241.131.18/tx.rtmp.huya.com/1423782052-1423782052-6115097349971771392-2847687560-10057-A-0-1.m3u8
黄渤合集·影帝秀 - yoo,http://61.241.131.18/tx.rtmp.huya.com/1448737849-1448737849-6222281681932386304-2847687520-10057-A-0-1.m3u8
杰森·斯坦森:郭达是你吗 - 超人的归来,http://61.241.131.18/tx.rtmp.huya.com/1099531752779-1099531752779-86436229716901888-2199063629014-10057-A-0-1.m3u8
杰森斯坦森硬汉动作片 - 里昂保护的玛蒂达,http://61.241.131.18/tx.rtmp.huya.com/1099531752784-1099531752784-86436251191738368-2199063629024-10057-A-0-1.m3u8
